mean\disc\disc_proportion_expert_pred,mean\gen\train/n_updates,mean\disc\disc_loss,mean\disc\disc_acc,mean\gen\train/loss,mean\gen\time/fps,mean\gen\time/time_elapsed,mean\disc\global_step,mean\disc\n_expert,mean\gen\train/learning_rate,mean\gen\train/explained_variance,mean\gen\train/clip_range,mean\gen\time/total_timesteps,mean\disc\n_generated,mean\gen\time/iterations,mean\disc\disc_acc_expert,mean\gen\train/entropy_loss,mean\gen\train/clip_fraction,mean\disc\disc_acc_gen,mean\gen\train/approx_kl,mean\gen\train/policy_gradient_loss,mean\disc\disc_proportion_expert_true,mean\gen\train/value_loss,mean\gen\rollout/ep_rew_mean,mean\gen\rollout/ep_len_mean,mean\gen\rollout/ep_rew_wrapped_mean
1.0,10.0,0.711711049079895,0.5,1.1676784753799438,144.0,0.0,1.0,60.0,0.0003,0.27565228939056396,0.2,50.0,60.0,1.0,1.0,-1.9450742959976197,0.0,0.0,0.007398691028356552,-0.010084664765744832,0.5,7.547880482673645,,,
1.0,20.0,0.6948573589324951,0.5,1.414106011390686,602.0,0.0,2.0,60.0,0.0003,0.025407493114471436,0.2,100.0,60.0,1.0,1.0,-1.940012800693512,0.0,0.0,-0.01834261044859886,-0.014730523832142416,0.5,3.2166725158691407,0.375,100.0,
1.0,30.0,0.6881227493286133,0.5,0.8244955539703369,955.0,0.0,3.0,60.0,0.0003,0.004557490348815918,0.2,150.0,60.0,1.0,1.0,-1.928403389453888,0.0,0.0,0.001472723437473178,-0.011125545037910457,0.5,2.6095705151557924,0.375,100.0,27.297076418995857
1.0,40.0,0.6768267154693604,0.5,1.0430654287338257,1253.0,0.0,4.0,60.0,0.0003,-0.004332780838012695,0.2,200.0,60.0,1.0,1.0,-1.9174708008766175,0.0,0.0,0.006617314647883177,-0.009722986591513915,0.5,2.9010808944702147,0.375,100.0,27.297076418995857
1.0,50.0,0.6793671250343323,0.5,2.056196451187134,1562.0,0.0,5.0,60.0,0.0003,0.01911330223083496,0.2,250.0,60.0,1.0,1.0,-1.9176366686820985,0.0,0.0,0.002500505419448018,-0.0035974697431086613,0.5,4.338745069503784,0.1875,122.0,27.297076418995857
1.0,60.0,0.6710678339004517,0.5,1.5254123210906982,1679.0,0.0,6.0,60.0,0.0003,-0.002432584762573242,0.2,300.0,60.0,1.0,1.0,-1.9224706888198853,0.0,0.0,0.006342573091387749,0.002016260079806642,0.5,3.416587734222412,0.1875,122.0,27.830599538981915
1.0,70.0,0.6574452519416809,0.5,0.08972977846860886,1732.0,0.0,7.0,60.0,0.0003,0.03145098686218262,0.2,350.0,60.0,1.0,1.0,-1.9149268507957458,0.0,0.0,-0.014214694499969482,-0.0060752576636147635,0.5,0.3281192719936371,0.1875,122.0,27.830599538981915
0.85,80.0,0.6491090655326843,0.6500000357627869,4.032381534576416,2122.0,0.0,8.0,60.0,0.0003,-0.005091190338134766,0.2,400.0,60.0,1.0,1.0,-1.9305179953575133,0.0,0.30000001192092896,-0.007892236113548279,0.0022060124382839775,0.5,8.222176551818848,0.125,129.33333333333334,27.830599538981915
0.675,90.0,0.6396806240081787,0.8250000476837158,2.5009422302246094,2777.0,0.0,9.0,60.0,0.0003,-0.005144000053405762,0.2,450.0,60.0,1.0,1.0,-1.9316091656684875,0.0,0.6500000357627869,4.985809209756553e-05,-0.0017976846774111267,0.5,6.127462911605835,0.2984375,104.25,24.43388533840577
0.6416666666666667,100.0,0.6157881021499634,0.8583333492279053,0.04959172010421753,2958.0,0.0,10.0,60.0,0.0003,0.17851686477661133,0.2,500.0,60.0,1.0,1.0,-1.9137089610099793,0.11199999898672104,0.7166666984558105,-0.02108720690011978,-0.03376795933954426,0.5,0.2193887010216713,0.2984375,104.25,18.95630351267755
0.725,110.0,0.6265251636505127,0.7750000357627869,0.03097376972436905,3503.0,0.0,11.0,60.0,0.0003,0.12117469310760498,0.2,550.0,60.0,1.0,1.0,-1.8786834239959718,0.03199999816715717,0.550000011920929,0.02564016543328762,-0.011657933404669052,0.5,0.1155248075723648,0.2984375,104.25,18.95630351267755
0.6666666666666666,120.0,0.6147052645683289,0.8333333730697632,1.6674317121505737,3920.0,0.0,12.0,60.0,0.0003,0.027857661247253418,0.2,600.0,60.0,1.0,1.0,-1.8473046898841858,0.007999999821186066,0.6666666865348816,0.021838009357452393,-0.012652603871189072,0.5,3.8024409294128416,0.23875000000000002,112.2,18.95630351267755
0.8583333333333333,130.0,0.6248010396957397,0.6416667103767395,1.638270616531372,4166.0,0.0,13.0,60.0,0.0003,0.040171027183532715,0.2,650.0,60.0,1.0,1.0,-1.8153988242149353,0.013999999687075614,0.28333336114883423,-0.012447037734091282,-0.02193923852220179,0.5,3.5425843238830566,0.3145833333333334,101.66666666666667,15.98466839939356
0.7583333333333333,140.0,0.616428017616272,0.7416667342185974,0.17997394502162933,4517.0,0.0,14.0,60.0,0.0003,0.07542353868484497,0.2,700.0,60.0,1.0,1.0,-1.7715832471847535,0.02199999913573265,0.4833333492279053,0.02938416227698326,-0.01160602546576417,0.5,0.45552284121513364,0.3145833333333334,101.66666666666667,13.765320535749197
0.65,150.0,0.5929595828056335,0.8500000238418579,2.0035927295684814,4789.0,0.0,15.0,60.0,0.0003,0.13654929399490356,0.2,750.0,60.0,1.0,1.0,-1.7674840688705444,0.0,0.7000000476837158,-0.0009666657424531877,-0.013634730656630723,0.5,5.3721638202667235,0.38046875,93.125,13.765320535749197
0.7666666666666667,160.0,0.6238024234771729,0.7333333492279053,0.49229198694229126,4233.0,0.0,16.0,60.0,0.0003,0.10449773073196411,0.2,800.0,60.0,1.0,1.0,-1.658137023448944,0.09799999706447124,0.46666669845581055,0.041606634855270386,-0.025703748650849078,0.5,1.1201620280742646,0.38046875,93.125,11.012890370562673
0.5333333333333333,170.0,0.5785019993782043,0.9333333969116211,0.7149249315261841,5411.0,0.0,17.0,60.0,0.0003,0.07503068447113037,0.2,850.0,60.0,1.0,0.9666666984558105,-1.5329652428627014,0.0,0.9000000357627869,0.023755524307489395,0.006541391412727649,0.5,2.135070776939392,0.38046875,93.125,11.012890370562673
0.49166666666666664,180.0,0.5825299024581909,0.8250000476837158,0.7690041065216064,5879.0,0.0,18.0,60.0,0.0003,0.09653043746948242,0.2,900.0,60.0,1.0,0.8166667222976685,-1.516360056400299,0.0,0.8333333730697632,0.005477814469486475,-0.006570625361520754,0.5,2.93351389169693,0.3666666666666667,96.0,11.012890370562673
0.44166666666666665,190.0,0.584504246711731,0.7916666865348816,0.6541725993156433,6044.0,0.0,19.0,60.0,0.0003,0.07398003339767456,0.2,950.0,60.0,1.0,0.7333333492279053,-1.5115004301071167,0.0,0.8500000238418579,0.0005268478416837752,-0.009703431793488626,0.5,2.388633394241333,0.3666666666666667,96.0,8.563319568004873
0.5833333333333334,200.0,0.6177442073822021,0.7000000476837158,1.2894363403320312,6227.0,0.0,20.0,60.0,0.0003,-0.00032460689544677734,0.2,1000.0,60.0,1.0,0.7833333611488342,-1.4763182759284974,0.053999999165534975,0.6166666746139526,0.03235926851630211,-0.013408199209603566,0.5,2.7139450550079345,0.36875,96.2,8.563319568004873
0.7833333333333333,210.0,0.6102079153060913,0.7166666984558105,1.1010061502456665,6661.0,0.0,21.0,60.0,0.0003,0.06193220615386963,0.2,1050.0,60.0,1.0,1.0,-1.5810566782951354,0.10199999697506427,0.4333333671092987,-0.009914834052324295,-0.016011972479522286,0.5,2.5878505945205688,0.36875,96.2,6.356327704340219
0.675,220.0,0.559610903263092,0.8250000476837158,1.3980765342712402,6823.0,0.0,22.0,60.0,0.0003,0.059396564960479736,0.2,1100.0,60.0,1.0,1.0,-1.6312405824661256,0.013999999687075614,0.6500000357627869,0.017151813954114914,-0.01845428666751836,0.5,3.093825173377991,0.35965909090909093,98.0909090909091,6.356327704340219
0.7916666666666666,230.0,0.6074938774108887,0.7083333730697632,2.041534662246704,7466.0,0.0,23.0,60.0,0.0003,0.1788150668144226,0.2,1150.0,60.0,1.0,1.0,-1.7851550340652467,0.07999999932944775,0.4166666865348816,0.013622512109577656,-0.020005656378343416,0.5,6.193681764602661,0.3880208333333333,93.91666666666667,5.130627375434745
0.5666666666666667,240.0,0.5370644330978394,0.8166667222976685,3.1794700622558594,7813.0,0.0,24.0,60.0,0.0003,0.12538039684295654,0.2,1200.0,60.0,1.0,0.8833333849906921,-1.7433969616889953,0.0,0.7500000596046448,0.0036328339483588934,-0.0024490087475861344,0.5,6.860333251953125,0.3880208333333333,93.91666666666667,4.8831201655169325
0.525,250.0,0.5000414252281189,0.9083333611488342,4.806580543518066,8220.0,0.0,25.0,60.0,0.0003,0.09233319759368896,0.2,1250.0,60.0,1.0,0.9333333969116211,-1.8012039422988892,0.0,0.8833333849906921,0.005420052912086248,-0.003940068983938972,0.5,12.634399700164796,0.3880208333333333,93.91666666666667,4.8831201655169325
0.675,260.0,0.6560792922973633,0.6250000596046448,0.5353835821151733,8176.0,0.0,26.0,60.0,0.0003,0.2734077572822571,0.2,1300.0,60.0,1.0,0.8000000715255737,-1.7960833311080933,0.041999999061226846,0.45000001788139343,0.018815698102116585,-0.018989397921599416,0.5,1.2153521418571471,0.3581730769230769,97.76923076923077,4.8831201655169325
0.6833333333333333,270.0,0.6037922501564026,0.7166666984558105,2.0705041885375977,8282.0,0.0,27.0,60.0,0.0003,0.13596630096435547,0.2,1350.0,60.0,1.0,0.9000000357627869,-1.7028332829475403,0.16199999935925008,0.5333333611488342,0.077092744410038,-0.03223059072345506,0.5,4.8852252006530765,0.3581730769230769,97.76923076923077,3.0264264081533137
0.6333333333333333,280.0,0.6083391308784485,0.7000000476837158,0.8532455563545227,8588.0,0.0,28.0,60.0,0.0003,0.11846637725830078,0.2,1400.0,60.0,1.0,0.8333333730697632,-1.6568872094154359,0.0,0.5666667222976685,0.017197303473949432,-0.01296206052182285,0.5,2.1175373911857607,0.36607142857142855,96.85714285714286,3.0264264081533137
0.6166666666666667,290.0,0.6024503111839294,0.7333333492279053,1.018746018409729,9056.0,0.0,29.0,60.0,0.0003,0.03410822153091431,0.2,1450.0,60.0,1.0,0.8500000238418579,-1.6966150045394897,0.003999999910593033,0.6166666746139526,-0.011755242012441158,-0.008363218057900657,0.5,2.6381789207458497,0.3733333333333333,96.0,2.332557919834341
0.6,300.0,0.6477985382080078,0.5833333730697632,1.6102209091186523,10000.0,0.0,30.0,60.0,0.0003,0.10389703512191772,0.2,1500.0,60.0,1.0,0.6833333969116211,-1.7125504851341247,0.0,0.4833333492279053,0.006794328335672617,-0.00785605568892791,0.5,3.494261050224304,0.3733333333333333,96.0,1.3743054419755936
0.475,310.0,0.6356939077377319,0.6250000596046448,11.191511154174805,9973.0,0.0,31.0,60.0,0.0003,0.03818553686141968,0.2,1550.0,60.0,1.0,0.6000000238418579,-1.6900328159332276,0.05199999734759331,0.6500000357627869,0.05040231719613075,-0.002490003036508881,0.5,23.600615310668946,0.3733333333333333,96.0,1.3743054419755936
0.5416666666666666,320.0,0.5837779641151428,0.6416667103767395,6.502542018890381,9386.0,0.0,32.0,60.0,0.0003,0.05235254764556885,0.2,1600.0,60.0,1.0,0.6833333969116211,-1.4865105271339416,0.015999999642372132,0.6000000238418579,0.004723038524389267,-0.0037162010045719285,0.5,13.99520902633667,0.35,99.0,1.3743054419755936
0.525,330.0,0.5305460095405579,0.8083333969116211,26.395856857299805,10327.0,0.0,33.0,60.0,0.0003,0.0036307573318481445,0.2,1650.0,60.0,1.0,0.8333333730697632,-1.3522769212722778,0.0,0.7833333611488342,0.008763222955167294,-0.007071510165929773,0.5,55.36170501708985,0.35,99.0,-1.0106662595644593
0.48333333333333334,340.0,0.5055611729621887,0.8166667222976685,15.361087799072266,10180.0,0.0,34.0,60.0,0.0003,0.004083871841430664,0.2,1700.0,60.0,1.0,0.8000000715255737,-1.2728259205818175,0.0,0.8333333730697632,-0.00366022577509284,3.6096086434511676e-05,0.5,32.13588886260986,0.3525735294117647,98.88235294117646,-1.0106662595644593
0.6583333333333333,350.0,0.5765124559402466,0.7250000238418579,6.555089950561523,10834.0,0.0,35.0,60.0,0.0003,0.007348418235778809,0.2,1750.0,60.0,1.0,0.8833333849906921,-1.4747072219848634,0.10999999828636646,0.5666667222976685,-0.005560467019677162,-0.015923028402031036,0.5,13.77068796157837,0.3525735294117647,98.88235294117646,-4.51042568858932
0.6916666666666667,360.0,0.6346526145935059,0.675000011920929,21.381528854370117,11278.0,0.0,36.0,60.0,0.0003,0.011181652545928955,0.2,1800.0,60.0,1.0,0.8666667342185974,-1.5641380190849303,0.0,0.4833333492279053,-0.006438951473683119,-0.0032550577002111503,0.5,43.17352294921875,0.3525735294117647,98.88235294117646,-4.51042568858932
0.7,370.0,0.6176386475563049,0.6666666865348816,21.566457748413086,11285.0,0.0,37.0,60.0,0.0003,0.008137166500091553,0.2,1850.0,60.0,1.0,0.8666667342185974,-1.5144853949546815,0.04999999701976776,0.46666669845581055,0.0004281020082999021,-0.01762019046209744,0.5,45.183810806274415,0.3329861111111111,101.38888888888889,-4.51042568858932
0.7333333333333333,380.0,0.6075543165206909,0.6333333849906921,5.933274269104004,11625.0,0.0,38.0,60.0,0.0003,0.06300967931747437,0.2,1900.0,60.0,1.0,0.8666667342185974,-1.5863832831382751,0.057999998703598975,0.40000003576278687,0.009875030256807804,-0.010344836860895157,0.5,11.996974849700928,0.3329861111111111,101.38888888888889,-3.7956215275658503
0.75,390.0,0.7110081315040588,0.5166667103767395,14.498132705688477,12493.0,0.0,39.0,60.0,0.0003,0.1010209321975708,0.2,1950.0,60.0,1.0,0.7666667103767395,-1.660617470741272,0.0,0.2666666805744171,-0.003775622695684433,-0.006796200735028801,0.5,32.529655647277835,0.3329861111111111,101.38888888888889,-3.7956215275658503
0.7,400.0,0.6022163033485413,0.6500000357627869,3.675922155380249,12427.0,0.0,40.0,60.0,0.0003,0.058967411518096924,0.2,2000.0,60.0,1.0,0.8500000238418579,-1.5237083554267883,0.0,0.45000001788139343,0.002455141395330429,-0.009207061293069252,0.5,7.584450006484985,0.31546052631578947,103.63157894736842,-3.7956215275658503
0.625,410.0,0.6005702018737793,0.6250000596046448,5.077014446258545,12355.0,0.0,41.0,60.0,0.0003,-0.024424314498901367,0.2,2050.0,60.0,1.0,0.7500000596046448,-1.5533614039421082,0.031999999284744264,0.5,-0.007369150873273611,-0.008532861504703781,0.5,11.352474784851074,0.33468749999999997,100.85,-3.9982562457260333
0.6666666666666666,420.0,0.6752042770385742,0.40000003576278687,5.629674911499023,10218.0,0.0,42.0,60.0,0.0003,0.0361441969871521,0.2,2100.0,60.0,1.0,0.5666667222976685,-1.6154399514198303,0.0,0.23333334922790527,-0.007826742716133595,-0.006504266667180047,0.5,12.47788028717041,0.33468749999999997,100.85,-4.300271458923817
0.525,430.0,0.6657127141952515,0.5416666865348816,5.462546348571777,12455.0,0.0,43.0,60.0,0.0003,-0.008580565452575684,0.2,2150.0,60.0,1.0,0.5666667222976685,-1.6213019013404846,0.0019999999552965165,0.5166667103767395,-0.0008890676544979215,-0.01097913986584178,0.5,10.985466384887696,0.36079545454545453,97.18181818181819,-4.300271458923817
0.6416666666666667,440.0,0.6779367923736572,0.44166669249534607,4.055448055267334,14060.0,0.0,44.0,60.0,0.0003,0.00469362735748291,0.2,2200.0,60.0,1.0,0.5833333730697632,-1.6735549330711366,0.007999999821186066,0.30000001192092896,0.011953985318541527,-0.000571238021279008,0.5,8.43007402420044,0.36079545454545453,97.18181818181819,-5.859652423723177
0.5166666666666667,450.0,0.6132374405860901,0.7166666984558105,32.29539489746094,15218.0,0.0,45.0,60.0,0.0003,0.0012589693069458008,0.2,2250.0,60.0,1.0,0.7333333492279053,-1.6648963809013366,0.0,0.7000000476837158,0.011760935187339783,-0.0030194811250549235,0.5,66.15719604492188,0.3698369565217391,95.95652173913044,-5.859652423723177
0.7083333333333334,460.0,0.6074594259262085,0.675000011920929,4.878058433532715,14688.0,0.0,46.0,60.0,0.0003,0.0028516650199890137,0.2,2300.0,60.0,1.0,0.8833333849906921,-1.773722493648529,0.0019999999552965165,0.46666669845581055,-0.002352976705878973,-0.0058823056798427585,0.5,10.339404106140137,0.3698369565217391,95.95652173913044,-6.232002229794212
0.4666666666666667,470.0,0.5847399234771729,0.7666667103767395,21.24940299987793,13742.0,0.0,47.0,60.0,0.0003,0.0009324550628662109,0.2,2350.0,60.0,1.0,0.7333333492279053,-1.6468157410621642,0.0,0.8000000715255737,-0.000985233811661601,-0.00555682125594501,0.5,44.458100128173825,0.3698369565217391,95.95652173913044,-6.232002229794212
0.8416666666666667,480.0,0.6552837491035461,0.5583333373069763,7.536772727966309,14583.0,0.0,48.0,60.0,0.0003,0.0027436017990112305,0.2,2400.0,60.0,1.0,0.9000000357627869,-1.7460689425468445,0.0,0.21666668355464935,0.00021414755610749125,-0.003953827316756531,0.5,15.100640487670898,0.3544270833333332,97.95833333333333,-6.232002229794212
0.6416666666666667,490.0,0.5308479070663452,0.7083333730697632,17.459033966064453,15705.0,0.0,49.0,60.0,0.0003,0.0012804269790649414,0.2,2450.0,60.0,1.0,0.8500000238418579,-1.4826438069343566,0.15199999883770943,0.5666667222976685,0.06259415298700333,-0.017776370990090128,0.5,35.13679504394531,0.3544270833333332,97.95833333333333,-8.837423522646228
0.8416666666666667,500.0,0.6187426447868347,0.5416666865348816,12.333559036254883,13233.0,0.0,50.0,60.0,0.0003,-0.002939462661743164,0.2,2500.0,60.0,1.0,0.8833333849906921,-1.6607400059700013,0.021999999508261682,0.20000001788139343,-0.00934100802987814,-0.005035869293379847,0.5,25.02161693572998,0.34024999999999994,99.8,-8.837423522646228
0.8,510.0,0.63120037317276,0.5666667222976685,5.197917461395264,16773.0,0.0,51.0,60.0,0.0003,0.007609367370605469,0.2,2550.0,60.0,1.0,0.8666667342185974,-1.6152193427085877,0.07599999755620956,0.2666666805744171,0.011723200790584087,-0.013830221758689731,0.5,11.118869495391845,0.34024999999999994,99.8,-8.621907146573067
