raw\disc\disc_proportion_expert_true,raw\disc\n_expert,raw\disc\n_generated,raw\disc\disc_loss,raw\disc\disc_acc_gen,raw\disc\global_step,raw\disc\disc_acc,raw\disc\disc_proportion_expert_pred,raw\disc\disc_acc_expert
0.5,60.0,60.0,0.711711049079895,0.0,1,0.5,1.0,1.0
0.5,60.0,60.0,0.6948573589324951,0.0,2,0.5,1.0,1.0
0.5,60.0,60.0,0.6881227493286133,0.0,3,0.5,1.0,1.0
0.5,60.0,60.0,0.6768267154693604,0.0,4,0.5,1.0,1.0
0.5,60.0,60.0,0.6793671250343323,0.0,5,0.5,1.0,1.0
0.5,60.0,60.0,0.6710678339004517,0.0,6,0.5,1.0,1.0
0.5,60.0,60.0,0.6574452519416809,0.0,7,0.5,1.0,1.0
0.5,60.0,60.0,0.6491090655326843,0.30000001192092896,8,0.6500000357627869,0.85,1.0
0.5,60.0,60.0,0.6396806240081787,0.6500000357627869,9,0.8250000476837158,0.675,1.0
0.5,60.0,60.0,0.6157881021499634,0.7166666984558105,10,0.8583333492279053,0.6416666666666667,1.0
0.5,60.0,60.0,0.6265251636505127,0.550000011920929,11,0.7750000357627869,0.725,1.0
0.5,60.0,60.0,0.6147052645683289,0.6666666865348816,12,0.8333333730697632,0.6666666666666666,1.0
0.5,60.0,60.0,0.6248010396957397,0.28333336114883423,13,0.6416667103767395,0.8583333333333333,1.0
0.5,60.0,60.0,0.616428017616272,0.4833333492279053,14,0.7416667342185974,0.7583333333333333,1.0
0.5,60.0,60.0,0.5929595828056335,0.7000000476837158,15,0.8500000238418579,0.65,1.0
0.5,60.0,60.0,0.6238024234771729,0.46666669845581055,16,0.7333333492279053,0.7666666666666667,1.0
0.5,60.0,60.0,0.5785019993782043,0.9000000357627869,17,0.9333333969116211,0.5333333333333333,0.9666666984558105
0.5,60.0,60.0,0.5825299024581909,0.8333333730697632,18,0.8250000476837158,0.49166666666666664,0.8166667222976685
0.5,60.0,60.0,0.584504246711731,0.8500000238418579,19,0.7916666865348816,0.44166666666666665,0.7333333492279053
0.5,60.0,60.0,0.6177442073822021,0.6166666746139526,20,0.7000000476837158,0.5833333333333334,0.7833333611488342
0.5,60.0,60.0,0.6102079153060913,0.4333333671092987,21,0.7166666984558105,0.7833333333333333,1.0
0.5,60.0,60.0,0.559610903263092,0.6500000357627869,22,0.8250000476837158,0.675,1.0
0.5,60.0,60.0,0.6074938774108887,0.4166666865348816,23,0.7083333730697632,0.7916666666666666,1.0
0.5,60.0,60.0,0.5370644330978394,0.7500000596046448,24,0.8166667222976685,0.5666666666666667,0.8833333849906921
0.5,60.0,60.0,0.5000414252281189,0.8833333849906921,25,0.9083333611488342,0.525,0.9333333969116211
0.5,60.0,60.0,0.6560792922973633,0.45000001788139343,26,0.6250000596046448,0.675,0.8000000715255737
0.5,60.0,60.0,0.6037922501564026,0.5333333611488342,27,0.7166666984558105,0.6833333333333333,0.9000000357627869
0.5,60.0,60.0,0.6083391308784485,0.5666667222976685,28,0.7000000476837158,0.6333333333333333,0.8333333730697632
0.5,60.0,60.0,0.6024503111839294,0.6166666746139526,29,0.7333333492279053,0.6166666666666667,0.8500000238418579
0.5,60.0,60.0,0.6477985382080078,0.4833333492279053,30,0.5833333730697632,0.6,0.6833333969116211
0.5,60.0,60.0,0.6356939077377319,0.6500000357627869,31,0.6250000596046448,0.475,0.6000000238418579
0.5,60.0,60.0,0.5837779641151428,0.6000000238418579,32,0.6416667103767395,0.5416666666666666,0.6833333969116211
0.5,60.0,60.0,0.5305460095405579,0.7833333611488342,33,0.8083333969116211,0.525,0.8333333730697632
0.5,60.0,60.0,0.5055611729621887,0.8333333730697632,34,0.8166667222976685,0.48333333333333334,0.8000000715255737
0.5,60.0,60.0,0.5765124559402466,0.5666667222976685,35,0.7250000238418579,0.6583333333333333,0.8833333849906921
0.5,60.0,60.0,0.6346526145935059,0.4833333492279053,36,0.675000011920929,0.6916666666666667,0.8666667342185974
0.5,60.0,60.0,0.6176386475563049,0.46666669845581055,37,0.6666666865348816,0.7,0.8666667342185974
0.5,60.0,60.0,0.6075543165206909,0.40000003576278687,38,0.6333333849906921,0.7333333333333333,0.8666667342185974
0.5,60.0,60.0,0.7110081315040588,0.2666666805744171,39,0.5166667103767395,0.75,0.7666667103767395
0.5,60.0,60.0,0.6022163033485413,0.45000001788139343,40,0.6500000357627869,0.7,0.8500000238418579
0.5,60.0,60.0,0.6005702018737793,0.5,41,0.6250000596046448,0.625,0.7500000596046448
0.5,60.0,60.0,0.6752042770385742,0.23333334922790527,42,0.40000003576278687,0.6666666666666666,0.5666667222976685
0.5,60.0,60.0,0.6657127141952515,0.5166667103767395,43,0.5416666865348816,0.525,0.5666667222976685
0.5,60.0,60.0,0.6779367923736572,0.30000001192092896,44,0.44166669249534607,0.6416666666666667,0.5833333730697632
0.5,60.0,60.0,0.6132374405860901,0.7000000476837158,45,0.7166666984558105,0.5166666666666667,0.7333333492279053
0.5,60.0,60.0,0.6074594259262085,0.46666669845581055,46,0.675000011920929,0.7083333333333334,0.8833333849906921
0.5,60.0,60.0,0.5847399234771729,0.8000000715255737,47,0.7666667103767395,0.4666666666666667,0.7333333492279053
0.5,60.0,60.0,0.6552837491035461,0.21666668355464935,48,0.5583333373069763,0.8416666666666667,0.9000000357627869
0.5,60.0,60.0,0.5308479070663452,0.5666667222976685,49,0.7083333730697632,0.6416666666666667,0.8500000238418579
0.5,60.0,60.0,0.6187426447868347,0.20000001788139343,50,0.5416666865348816,0.8416666666666667,0.8833333849906921
0.5,60.0,60.0,0.63120037317276,0.2666666805744171,51,0.5666667222976685,0.8,0.8666667342185974
0.5,60.0,60.0,0.6891838908195496,0.10000000894069672,52,0.46666669845581055,0.8666666666666667,0.8333333730697632
0.5,60.0,60.0,0.6377114653587341,0.25,53,0.5750000476837158,0.825,0.9000000357627869
0.5,60.0,60.0,0.6744130849838257,0.6500000357627869,54,0.6500000357627869,0.5,0.6500000357627869
0.5,60.0,60.0,0.6022351980209351,1.0,55,0.7833333611488342,0.2833333333333333,0.5666667222976685
0.5,60.0,60.0,0.5892990231513977,1.0,56,0.5833333730697632,0.08333333333333333,0.1666666716337204
0.5,60.0,60.0,0.6411731839179993,1.0,57,0.7083333730697632,0.20833333333333334,0.4166666865348816
0.5,60.0,60.0,0.6576456427574158,0.31666669249534607,58,0.5916666984558105,0.775,0.8666667342185974
0.5,60.0,60.0,0.639742374420166,0.28333336114883423,59,0.5833333730697632,0.8,0.8833333849906921
0.5,60.0,60.0,0.6912979483604431,0.03333333507180214,60,0.5166667103767395,0.9833333333333333,1.0
0.5,60.0,60.0,0.6318921446800232,0.1666666716337204,61,0.5833333730697632,0.9166666666666666,1.0
0.5,60.0,60.0,0.6278560161590576,0.15000000596046448,62,0.5750000476837158,0.925,1.0
0.5,60.0,60.0,0.6226181387901306,0.6166666746139526,63,0.7333333492279053,0.6166666666666667,0.8500000238418579
0.5,60.0,60.0,0.6388707160949707,0.4333333671092987,64,0.5666667222976685,0.6333333333333333,0.7000000476837158
0.5,60.0,60.0,0.658419668674469,0.7166666984558105,65,0.6666666865348816,0.45,0.6166666746139526
0.5,60.0,60.0,0.644453227519989,0.8500000238418579,66,0.6916667222976685,0.3416666666666667,0.5333333611488342
0.5,60.0,60.0,0.6686531901359558,0.8666667342185974,67,0.5666667222976685,0.2,0.2666666805744171
0.5,60.0,60.0,0.6846429705619812,0.7500000596046448,68,0.5083333849906921,0.25833333333333336,0.2666666805744171
0.5,60.0,60.0,0.6419245600700378,0.8833333849906921,69,0.6416667103767395,0.25833333333333336,0.40000003576278687
0.5,60.0,60.0,0.5859887599945068,0.9666666984558105,70,0.6916667222976685,0.225,0.4166666865348816
0.5,60.0,60.0,0.660093367099762,0.4833333492279053,71,0.6833333969116211,0.7,0.8833333849906921
0.5,60.0,60.0,0.6636187434196472,0.4166666865348816,72,0.6333333849906921,0.7166666666666667,0.8500000238418579
0.5,60.0,60.0,0.6601890921592712,0.23333334922790527,73,0.6166666746139526,0.8833333333333333,1.0
0.5,60.0,60.0,0.6772621870040894,0.40000003576278687,74,0.6500000357627869,0.75,0.9000000357627869
0.5,60.0,60.0,0.6795692443847656,0.31666669249534607,75,0.5916666984558105,0.775,0.8666667342185974
0.5,60.0,60.0,0.6864596009254456,0.5166667103767395,76,0.42500001192092896,0.4083333333333333,0.3333333432674408
0.5,60.0,60.0,0.6608020067214966,0.8500000238418579,77,0.5916666984558105,0.24166666666666667,0.3333333432674408
0.5,60.0,60.0,0.6842914819717407,0.7833333611488342,78,0.5166667103767395,0.23333333333333334,0.25
0.5,60.0,60.0,0.712561845779419,0.7333333492279053,79,0.4583333432674408,0.225,0.18333333730697632
0.5,60.0,60.0,0.7021327018737793,0.7166666984558105,80,0.46666669845581055,0.25,0.21666668355464935
0.5,60.0,60.0,0.6977783441543579,0.5333333611488342,81,0.4583333432674408,0.425,0.38333335518836975
0.5,60.0,60.0,0.6856780052185059,0.3333333432674408,82,0.5,0.6666666666666666,0.6666666865348816
0.5,60.0,60.0,0.6949597597122192,0.45000001788139343,83,0.5416666865348816,0.5916666666666667,0.6333333849906921
0.5,60.0,60.0,0.6859313249588013,0.40000003576278687,84,0.5666667222976685,0.6666666666666666,0.7333333492279053
0.5,60.0,60.0,0.70115065574646,0.25,85,0.4583333432674408,0.7083333333333334,0.6666666865348816
0.5,60.0,60.0,0.6826655864715576,0.5,86,0.5583333373069763,0.5583333333333333,0.6166666746139526
0.5,60.0,60.0,0.6860377192497253,0.7166666984558105,87,0.5,0.2833333333333333,0.28333336114883423
0.5,60.0,60.0,0.6911851763725281,0.7333333492279053,88,0.5416666865348816,0.30833333333333335,0.3500000238418579
0.5,60.0,60.0,0.6905481219291687,0.8833333849906921,89,0.5166667103767395,0.13333333333333333,0.15000000596046448
0.5,60.0,60.0,0.6932921409606934,0.8833333849906921,90,0.491666704416275,0.10833333333333334,0.10000000894069672
0.5,60.0,60.0,0.7045035362243652,0.7500000596046448,91,0.491666704416275,0.24166666666666667,0.23333334922790527
0.5,60.0,60.0,0.7030153274536133,0.40000003576278687,92,0.491666704416275,0.5916666666666667,0.5833333730697632
0.5,60.0,60.0,0.6896212100982666,0.5,93,0.5166667103767395,0.5166666666666667,0.5333333611488342
0.5,60.0,60.0,0.6869844198226929,0.5833333730697632,94,0.550000011920929,0.4666666666666667,0.5166667103767395
0.5,60.0,60.0,0.6983129382133484,0.5333333611488342,95,0.5250000357627869,0.49166666666666664,0.5166667103767395
0.5,60.0,60.0,0.4204406440258026,0.9333333969116211,96,0.8000000715255737,0.36666666666666664,0.6666666865348816
0.5,60.0,60.0,0.36937886476516724,0.98333340883255,97,0.9916667342185974,0.5083333333333333,1.0
0.5,60.0,60.0,0.3764570355415344,0.8333333730697632,98,0.9166666865348816,0.5833333333333334,1.0
0.5,60.0,60.0,0.30086955428123474,1.0,99,1.0,0.5,1.0
0.5,60.0,60.0,0.2678377330303192,1.0,100,1.0,0.5,1.0
0.5,60.0,60.0,0.3480226695537567,0.8166667222976685,101,0.9083333611488342,0.5916666666666667,1.0
0.5,60.0,60.0,0.3097698390483856,0.6833333969116211,102,0.8416666984558105,0.6583333333333333,1.0
0.5,60.0,60.0,0.30513694882392883,0.7000000476837158,103,0.8500000238418579,0.65,1.0
0.5,60.0,60.0,0.4438267946243286,0.6833333969116211,104,0.8416666984558105,0.6583333333333333,1.0
0.5,60.0,60.0,0.24822506308555603,1.0,105,1.0,0.5,1.0
0.5,60.0,60.0,0.23029963672161102,1.0,106,1.0,0.5,1.0
0.5,60.0,60.0,0.3181808590888977,0.8333333730697632,107,0.9166666865348816,0.5833333333333334,1.0
0.5,60.0,60.0,0.25917428731918335,1.0,108,1.0,0.5,1.0
0.5,60.0,60.0,0.23293311893939972,1.0,109,1.0,0.5,1.0
0.5,60.0,60.0,0.36510470509529114,0.7666667103767395,110,0.8833333849906921,0.6166666666666667,1.0
0.5,60.0,60.0,0.25589698553085327,0.9000000357627869,111,0.9500000476837158,0.55,1.0
0.5,60.0,60.0,0.43101534247398376,0.6333333849906921,112,0.8166667222976685,0.6833333333333333,1.0
0.5,60.0,60.0,0.28986749053001404,0.8500000238418579,113,0.9250000715255737,0.575,1.0
0.5,60.0,60.0,0.16442883014678955,1.0,114,1.0,0.5,1.0
0.5,60.0,60.0,0.15165291726589203,1.0,115,1.0,0.5,1.0
0.5,60.0,60.0,0.26350462436676025,0.8666667342185974,116,0.9333333969116211,0.5666666666666667,1.0
0.5,60.0,60.0,0.1982777863740921,0.9333333969116211,117,0.9666666984558105,0.5333333333333333,1.0
0.5,60.0,60.0,0.2221996933221817,0.9166666865348816,118,0.9583333730697632,0.5416666666666666,1.0
0.5,60.0,60.0,0.15905024111270905,0.9666666984558105,119,0.98333340883255,0.5166666666666667,1.0
0.5,60.0,60.0,0.133968323469162,1.0,120,1.0,0.5,1.0
0.5,60.0,60.0,0.5793030858039856,0.5333333611488342,121,0.7666667103767395,0.7333333333333333,1.0
0.5,60.0,60.0,0.22779494524002075,0.9000000357627869,122,0.9500000476837158,0.55,1.0
0.5,60.0,60.0,0.466653436422348,0.5666667222976685,123,0.7833333611488342,0.7166666666666667,1.0
0.5,60.0,60.0,0.6579686999320984,0.2666666805744171,124,0.6333333849906921,0.8666666666666667,1.0
0.5,60.0,60.0,0.7444958686828613,0.36666667461395264,125,0.5166667103767395,0.65,0.6666666865348816
0.5,60.0,60.0,0.7369800209999084,0.6166666746139526,126,0.491666704416275,0.375,0.36666667461395264
0.5,60.0,60.0,0.8339688777923584,1.0,127,0.5,0.0,0.0
0.5,60.0,60.0,0.828444242477417,1.0,128,0.5,0.0,0.0
0.5,60.0,60.0,0.8181912899017334,0.8666667342185974,129,0.491666704416275,0.125,0.11666667461395264
0.5,60.0,60.0,0.7465397119522095,0.6666666865348816,130,0.46666669845581055,0.3,0.2666666805744171
0.5,60.0,60.0,0.7312512993812561,0.23333334922790527,131,0.491666704416275,0.7583333333333333,0.7500000596046448
0.5,60.0,60.0,0.7300673723220825,0.0,132,0.5,1.0,1.0
0.5,60.0,60.0,0.7702270746231079,0.0,133,0.5,1.0,1.0
0.5,60.0,60.0,0.766636312007904,0.0,134,0.5,1.0,1.0
0.5,60.0,60.0,0.7083147764205933,0.3500000238418579,135,0.5416666865348816,0.6916666666666667,0.7333333492279053
0.5,60.0,60.0,0.704532265663147,0.6000000238418579,136,0.5333333611488342,0.43333333333333335,0.46666669845581055
0.5,60.0,60.0,0.5956289768218994,0.9666666984558105,137,0.6250000596046448,0.15833333333333333,0.28333336114883423
0.5,60.0,60.0,0.6288066506385803,0.98333340883255,138,0.491666704416275,0.008333333333333333,0.0
0.5,60.0,60.0,0.6826573610305786,0.8500000238418579,139,0.4583333432674408,0.10833333333333334,0.06666667014360428
0.5,60.0,60.0,0.5963072776794434,0.7000000476837158,140,0.6000000238418579,0.4,0.5
0.5,60.0,60.0,0.732177734375,0.01666666753590107,141,0.5083333849906921,0.9916666666666667,1.0
0.5,60.0,60.0,0.7085041999816895,0.06666667014360428,142,0.5333333611488342,0.9666666666666667,1.0
0.5,60.0,60.0,0.7665424346923828,0.0,143,0.5,1.0,1.0
0.5,60.0,60.0,0.7360016703605652,0.0,144,0.5,1.0,1.0
0.5,60.0,60.0,0.7031200528144836,0.0,145,0.5,1.0,1.0
0.5,60.0,60.0,0.7013732194900513,0.38333335518836975,146,0.45000001788139343,0.5666666666666667,0.5166667103767395
0.5,60.0,60.0,0.7128580212593079,1.0,147,0.5,0.0,0.0
0.5,60.0,60.0,0.7374083399772644,1.0,148,0.5,0.0,0.0
0.5,60.0,60.0,0.7324605584144592,1.0,149,0.5,0.0,0.0
0.5,60.0,60.0,0.7171047329902649,1.0,150,0.5,0.0,0.0
0.5,60.0,60.0,0.7037139534950256,1.0,151,0.5,0.0,0.0
0.5,60.0,60.0,0.6890028119087219,0.550000011920929,152,0.5166667103767395,0.4666666666666667,0.4833333492279053
0.5,60.0,60.0,0.7114376425743103,0.0,153,0.5,1.0,1.0
0.5,60.0,60.0,0.71692955493927,0.0,154,0.5,1.0,1.0
0.5,60.0,60.0,0.7157431840896606,0.0,155,0.5,1.0,1.0
0.5,60.0,60.0,0.6917144060134888,0.05000000447034836,156,0.5250000357627869,0.975,1.0
0.5,60.0,60.0,0.7042757868766785,0.10000000894069672,157,0.4750000238418579,0.875,0.8500000238418579
0.5,60.0,60.0,0.695022463798523,0.4333333671092987,158,0.4833333492279053,0.55,0.5333333611488342
0.5,60.0,60.0,0.6945189237594604,1.0,159,0.5,0.0,0.0
0.5,60.0,60.0,0.711147665977478,1.0,160,0.5,0.0,0.0
