raw\neg_gen\time/time_elapsed,raw\neg_gen\time/fps,raw\neg_gen\time/iterations,raw\neg_gen\rollout/ep_rew_mean,raw\neg_gen\time/total_timesteps,raw\neg_gen\rollout/ep_len_mean,raw\neg_gen\train/entropy_loss,raw\neg_gen\train/loss,raw\neg_gen\train/approx_kl,raw\neg_gen\train/explained_variance,raw\neg_gen\train/n_updates,raw\neg_gen\train/clip_fraction,raw\neg_gen\train/policy_gradient_loss,raw\neg_gen\train/clip_range,raw\neg_gen\rollout/ep_rew_wrapped_mean,raw\neg_gen\train/value_loss,raw\neg_gen\train/learning_rate
2,354,1,20.804347826086957,960,20.804347826086957,,,,,,,,,,,
2,720,1,18.04,1920,18.04,-0.6851668719450633,0.07487645000219345,0.007453035,-0.054833054542541504,10,0.1171875,-0.014506031501417358,0.2,-15.271870530169943,1.2733557653427123,0.0003
2,1061,1,15.48,2880,15.48,-0.6350143917401632,0.06828946620225906,0.013015327,0.3446204662322998,20,0.35614583333333333,-0.03292787126575907,0.2,-13.101225122213364,0.21520712782939275,0.0003
2,1283,1,12.22,3840,12.22,-0.5212585286299387,0.03407442569732666,0.06574568,0.7528510242700577,30,0.405625,-0.05298043186465899,0.2,-10.683752294778824,0.10920927459994952,0.0003
2,1857,1,9.96,4800,9.96,-0.35846202631791435,-0.008797552436590195,0.0387417,0.8139921724796295,40,0.19270833333333334,-0.04461651102329294,0.2,-8.59855631828308,0.0578010027607282,0.0003
1,2948,1,9.2,5760,9.2,-0.28232305983702344,-0.043570052832365036,0.010163558,0.8850976452231407,50,0.07989583333333333,-0.03237642787396908,0.2,-6.663644674420357,0.018355095125734806,0.0003
2,3109,1,9.03,6720,9.03,-0.2076443201303482,-0.01909761130809784,0.0059891236,0.9269974827766418,60,0.052083333333333336,-0.016875081062316895,0.2,-6.213537797927857,0.01369128688549002,0.0003
1,3898,1,9.02,7680,9.02,-0.18500649720430373,-0.009500636719167233,0.0038305041,0.9476586952805519,70,0.0496875,-0.01371998166044553,0.2,-6.055193780064583,0.010323402443900705,0.0003
2,4040,1,9.05,8640,9.05,-0.1353820987045765,-0.0040553854778409,0.004861096,0.9451234899461269,80,0.05625,-0.01309814790263772,0.2,-5.9288414239883425,0.010588405802845955,0.0003
2,4693,1,8.9,9600,8.9,-0.11651034985979399,-0.037850890308618546,0.009768779,0.9199456498026848,90,0.027395833333333335,-0.014095230375727017,0.2,-5.875616422891617,0.00993749733393391,0.0003
2,4901,1,9.02,10560,9.02,-0.08560965426266193,-0.02279764972627163,0.0006257994,0.9601480960845947,100,0.025729166666666668,-0.005485380912820498,0.2,-5.657092373371125,0.008353943477074304,0.0003
2,5735,1,8.89,11520,8.89,-0.059815699147681395,0.008896499872207642,0.0041911695,0.9695793222635984,110,0.022291666666666668,-0.009880290639897187,0.2,-5.68365636408329,0.0064804837914804615,0.0003
2,6121,1,8.83,12480,8.83,-0.03837175420174996,-0.012478766962885857,0.006377607,0.9732759315520525,120,0.0178125,-0.009379546176642179,0.2,-5.56655382335186,0.0058715503724912806,0.0003
1,6754,1,9.08,13440,9.08,-0.03808593469361464,0.0007000473560765386,0.0070821107,0.9806296303868294,130,0.016458333333333332,-0.006096800869951646,0.2,-5.504592106044292,0.004507969813421369,0.0003
2,7133,1,9.01,14400,9.01,-0.04283372209096948,0.024046020582318306,0.0023473212,0.9278313741087914,140,0.013229166666666667,-0.0035770392045378686,0.2,-5.560402313768864,0.016233861482081315,0.0003
2,7651,1,8.94,15360,8.94,-0.03905035735418399,-0.006171729881316423,0.0014370886,0.9616336934268475,150,0.017916666666666668,-0.006673514445622762,0.2,-5.544725392460823,0.006622384451329708,0.0003
2,7675,1,8.93,16320,8.93,-0.029576568172002833,-0.015128640457987785,0.0023185562,0.980431767180562,160,0.011979166666666667,-0.00608196172863245,0.2,-5.505229369103908,0.005034408660915991,0.0003
2,8345,1,8.94,17280,8.94,-0.02495752145225803,-0.0044438522309064865,0.0012445548,0.9800361208617687,170,0.005625,-0.0015250631080319483,0.2,-5.490510539412498,0.005541516244411468,0.0003
1,9383,1,8.89,18240,8.89,-0.028328247528212766,0.00698621291667223,0.0041266745,0.9799692314118147,180,0.0069791666666666665,-0.0061931270795563854,0.2,-5.613948219418526,0.005675855261894564,0.0003
2,8703,1,8.88,19200,8.88,-0.025357204518901805,-0.005344625562429428,0.0028575996,0.9814683087170124,190,0.0071875,-0.005456446874886751,0.2,-5.613115748167038,0.005538186873309314,0.0003
1,10132,1,8.96,20160,8.96,-0.02797487992482881,0.003954190295189619,0.00047770454,0.9859568001702428,200,0.006875,-0.002652523207167784,0.2,-5.638403352200985,0.004506560556280116,0.0003
1,10614,1,8.88,21120,8.88,-0.027983709337810674,0.006860031746327877,0.0027393391,0.976622961461544,210,0.007604166666666667,-0.0020601812625924746,0.2,-5.707394269704818,0.00803100791449348,0.0003
2,10517,1,8.77,22080,8.77,-0.024103909911743056,0.040410082787275314,0.0120728975,0.9719247035682201,220,0.0209375,-0.00924930935104688,0.2,-5.682825344800949,0.009920827875224253,0.0003
2,10734,1,8.77,23040,8.77,-0.02727288699087997,-0.014326116070151329,0.0026454404,0.9704618845134974,230,0.009791666666666667,-0.0039606404428680735,0.2,-5.639479929804802,0.009835541976305345,0.0003
2,11913,1,8.81,24000,8.81,-0.02315781624832501,0.0038515988271683455,0.0006657455,0.9775711968541145,240,0.009375,-0.003798049474135041,0.2,-5.642962491512298,0.0048491651083653175,0.0003
1,12551,1,8.78,24960,8.78,-0.022391108352070054,-0.006559787783771753,0.009204428,0.9872696464881301,250,0.01875,-0.00596042479077975,0.2,-5.641263710856438,0.004562827325426042,0.0003
2,11012,1,8.81,25920,8.81,-0.01785718854671965,0.0020308448001742363,0.0016170687,0.9819564539939165,260,0.006666666666666667,-0.003978669966260592,0.2,-5.593661894202232,0.006323428923885027,0.0003
2,11894,1,8.75,26880,8.75,-0.02255275299306959,-0.008715820498764515,0.020039301,0.9563594050705433,270,0.0184375,-0.01015722621853153,0.2,-5.579563544988632,0.007614581870536009,0.0003
2,13223,1,8.74,27840,8.74,-0.01830159123831739,-0.00011881208047270775,-0.00038426524,0.9637001790106297,280,0.0017708333333333332,-0.000860049497957031,0.2,-5.461172931194305,0.010605403554315369,0.0003
2,14162,1,8.83,28800,8.83,-0.014235577244932452,0.0012686450500041246,0.0125527335,0.9894686220213771,290,0.011979166666666667,-0.0060233053689201675,0.2,-5.421417546868324,0.004104410959407687,0.0003
2,14706,1,8.76,29760,8.76,-0.016042817242948027,-0.0010777213610708714,0.00069083326,0.9802515879273415,300,0.0009375,-0.0008341289249559243,0.2,-5.35852622538805,0.0061288222996518016,0.0003
2,15173,1,8.77,30720,8.77,-0.01616194190486567,0.0016407095827162266,0.0008592066,0.9909741198644042,310,0.004479166666666667,-0.0007613951091965039,0.2,-5.271857236921787,0.0031209856760688126,0.0003
1,15874,1,8.82,31680,8.82,-0.014380468383315019,0.0013422038173303008,0.0012627321,0.9825387746095657,320,0.003958333333333334,-0.0009876815478006998,0.2,-5.204284970760345,0.006783809985499829,0.0003
2,16090,1,8.75,32640,8.75,-0.013558373779960674,0.005016781855374575,0.0013357562,0.9874467151239514,330,0.001979166666666667,-0.0016137255852421125,0.2,-5.15796218663454,0.003949692362609009,0.0003
2,16058,1,8.75,33600,8.75,-0.014892536311381264,0.0023530027829110622,0.001001365,0.9862583754584193,340,0.0016666666666666668,-0.0007166453388830026,0.2,-5.03736406981945,0.004969244859336565,0.0003
2,16651,1,8.81,34560,8.81,-0.013218002174980939,0.03704112395644188,0.005913397,0.9754755944013596,350,0.0096875,-0.0025614927398661773,0.2,-5.018993218541145,0.00777735305018723,0.0003
1,18051,1,8.9,35520,8.9,-0.015883979333933287,-0.001372832921333611,0.010811618,0.9802628792822361,360,0.016458333333333332,-0.007063019623359044,0.2,-4.922592159509659,0.006769067548836271,0.0003
2,18143,1,8.82,36480,8.82,-0.01768403765852175,-0.014081754721701145,0.011587798,0.989252352155745,370,0.018958333333333334,-0.005859799596170584,0.2,-4.813664204776287,0.003638346050089846,0.0003
1,18979,1,8.87,37440,8.87,-0.01630019986264718,0.009362494572997093,0.015752507,0.9728466346859932,380,0.016458333333333332,-0.0063117400060097376,0.2,-4.698731253147125,0.005896120987987767,0.0003
2,19089,1,9.06,38400,9.06,-0.021362020842110117,0.02186361327767372,0.0090902755,0.9843255467712879,390,0.025520833333333333,-0.00629955355077982,0.2,-4.600801525712013,0.005241095394206544,0.0003
2,18964,1,9.23,39360,9.23,-0.016180223137295495,-0.007516777608543634,0.007049531,0.9897567639127374,400,0.02020833333333333,-0.010449804017941157,0.2,-4.523489758074284,0.002393817601259798,0.0003
1,20637,1,9.05,40320,9.05,-0.015881686681920353,0.0068143499083817005,-0.0010414602,0.9911303156986833,410,0.008125,-0.001413844091196855,0.2,-4.403694776594639,0.002552828296320513,0.0003
2,19823,1,9.2,41280,9.2,-0.011296500983492781,-0.0007618724484927952,0.010812247,0.9918128717690706,420,0.017083333333333332,-0.01213234088694056,0.2,-4.326575765162707,0.0023618945114624998,0.0003
1,21498,1,9.32,42240,9.32,-0.0069371426242772335,-0.0052862572483718395,0.013586994,0.9935591737739742,430,0.015416666666666667,-0.010930488668382168,0.2,-4.250234471112489,0.0019083034984456995,0.0003
2,21057,1,9.46,43200,9.46,-0.005598501919885166,0.005903085693717003,0.0007990304,0.9947827532887459,440,0.0032291666666666666,-0.002636932941774527,0.2,-4.14009491160512,0.0015681485740545516,0.0003
1,22106,1,9.2,44160,9.2,-0.008933243765301692,0.0002766286488622427,0.0013903581,0.9942579451017082,450,0.006458333333333333,-0.005224409755319357,0.2,-4.105245247930288,0.0015904791674499089,0.0003
2,20187,1,9.33,45120,9.33,-0.005988778912142152,4.277820698916912e-05,0.003671997,0.991546449251473,460,0.006875,-0.004983078086127838,0.2,-3.9592091493308543,0.002096970023897787,0.0003
1,23706,1,9.33,46080,9.33,-0.003224067095967863,-0.0007881427300162613,0.0024378223,0.9950228556990623,470,0.0026041666666666665,-0.0036987803441782792,0.2,-3.8825887393951417,0.0013057043628456693,0.0003
1,23689,1,9.33,47040,9.33,-0.002506691240875322,0.0001850730477599427,-0.00010025886,0.9965738507453352,480,0.0,-3.23782612880071e-05,0.2,-3.802431219518185,0.000728504321402094,0.0003
1,24028,1,9.31,48000,9.31,-0.0023895479836452673,0.00031124113593250513,0.004734322,0.9905329532921314,490,0.002395833333333333,-0.003300941102206707,0.2,-3.819870686903596,0.002467167723613481,0.0003
1,25239,1,14.23,48960,14.23,-0.001526436748439058,0.0001176524383481592,0.0015266106,0.9975117752328515,500,0.0004166666666666667,-0.0005832583084702491,0.2,-3.7335323072969913,0.0006239249327336438,0.0003
2,22495,1,9.27,49920,9.27,-0.004522561492776731,-0.024250920861959457,0.015683489,0.9733761139214039,510,0.005729166666666666,-0.007350234240293503,0.2,-3.7721513701975344,0.0038914813320540514,0.0003
2,20438,1,9.31,50880,9.31,-0.006604825370013714,-0.006716739386320114,0.0026331483,0.96109564229846,520,0.0017708333333333332,-0.0014482202505071958,0.2,-3.636428347826004,0.001287069341148405,0.0003
2,23624,1,9.34,51840,9.34,-0.01041996289762513,0.00042064671288244426,0.0007103009,0.9924716977402568,530,0.0007291666666666667,-0.001220583589747548,0.2,-3.6224124817550183,0.0016093840011550734,0.0003
2,25026,1,9.36,52800,9.36,-0.008016679466236383,-0.0024821143597364426,0.043019425,0.9798297137022018,540,0.021979166666666668,-0.017819694895297288,0.2,-3.6648146047443153,0.005752026783302427,0.0003
2,25873,1,9.49,53760,9.49,-0.001059611851912147,4.304117464926094e-05,-0.00028657107,0.9952731630764902,550,0.0,-0.00038192054567237697,0.2,-3.4550615435093643,0.0007508816950333615,0.0003
2,26548,1,9.32,54720,9.32,-0.0006428065298435589,8.980065467767417e-05,-2.8865039e-05,0.9981491174548864,560,0.0,-4.202039291461309e-05,0.2,-3.4063901947438717,0.00031047057913383467,0.0003
2,24775,1,9.41,55680,9.41,-0.0005452377243394343,6.492016837000847e-05,-1.3525784e-05,0.9972668329719454,570,0.0,-2.824836721022924e-05,0.2,-3.330287808403373,0.0004058639679957802,0.0003
1,28375,1,9.35,56640,9.35,-0.0006638431892497465,6.553485582116991e-05,-2.199908e-06,0.9935047132894397,580,0.0,-3.120048592487971e-06,0.2,-3.2526186097413303,0.0014865201845532282,0.0003
2,27657,1,9.29,57600,9.29,-0.0006745634350227192,9.977291483664885e-05,8.979937e-06,0.9952900777570903,590,0.0,-2.2101464370886484e-06,0.2,-3.176988551057875,0.0009097305825950268,0.0003
2,28233,1,9.46,58560,9.46,-0.001494218587758951,6.462278543040156e-05,0.0004388507,0.9943902734667063,600,0.0007291666666666667,-5.31702550748984e-05,0.2,-3.11496631629765,0.0012734057226043661,0.0003
2,29293,1,9.31,59520,9.31,-0.00043627540357798957,3.582013232517056e-05,-4.4300905e-05,0.9979789115022868,610,0.0,-3.867176050941149e-05,0.2,-3.0205230750516057,0.00016953225880570244,0.0003
2,29394,1,9.34,60480,9.34,-0.0006862401183267744,4.3743246351368725e-05,-2.3402274e-06,0.9980475510237738,620,0.0,-1.8688477575778962e-06,0.2,-2.902096863500774,0.0001741610371633821,0.0003
2,30029,1,9.4,61440,9.4,-0.0006039888413700585,3.2117150112753734e-05,-9.4562765e-06,0.9961458132602274,630,0.0,-2.0393244922161104e-05,0.2,-2.7651058674976228,0.00024114635979155234,0.0003
2,30358,1,9.26,62400,9.26,-0.0007535067424032604,-4.245344825903885e-06,-1.1623651e-05,0.9962028788868338,640,0.0,-1.8808750125269094e-05,0.2,-2.638538766298443,0.00027073604013518586,0.0003
2,30601,1,9.36,63360,9.36,-0.0005638197751007587,-2.4697827029740438e-05,-9.08648e-06,0.9954846240580082,650,0.0,-2.06478467832009e-05,0.2,-2.5121762792021034,0.0003101633014011895,0.0003
1,32421,1,9.33,64320,9.33,-0.0005701638897395848,-8.82083986653015e-06,-1.3895333e-06,0.9943936062045395,660,0.0,-2.900984138250351e-05,0.2,-2.378303091507405,0.00018540701178911453,0.0003
1,32830,1,9.21,65280,9.21,-0.0006559730792650953,5.431675162981264e-06,6.1130772e-06,0.992557147052139,670,0.0,-1.327815776069959e-05,0.2,-2.2226834107749163,0.00022612958446795043,0.0003
1,33492,1,9.47,66240,9.47,-0.00021236555417999625,9.38564699026756e-06,-5.0807994e-06,0.9935915824025869,680,0.0,-4.438528170188268e-06,0.2,-2.081987985800952,0.00010654329333192436,0.0003
2,33548,1,9.36,67200,9.36,-0.00031965820972497264,-3.879727955791168e-06,-1.5640508e-05,0.9904562085866928,690,0.0,-1.2012496590614319e-05,0.2,-1.9463777392730117,0.0003564981700886468,0.0003
2,33780,1,9.26,68160,9.26,-0.00022740420756842166,-1.2742611033900175e-05,-8.666515e-06,0.9890889711678028,700,0.0,-8.139638230204583e-06,0.2,-1.8151765215955675,0.0004566205015908054,0.0003
2,31945,1,9.29,69120,9.29,-0.00017735364752297756,5.1172835810575634e-05,-4.5436122e-06,0.9834138210862875,710,0.0,-4.048241923252741e-06,0.2,-1.6831982529722154,0.0007801630187896081,0.0003
2,30672,1,9.39,70080,9.39,-0.00015981037790576617,3.593069050111808e-05,-3.083547e-06,0.9871734399348497,720,0.0,-2.599544823169708e-06,0.2,-1.5825988152064383,0.0007510619309080843,0.0003
2,32461,1,9.32,71040,9.32,-0.0001837968735344475,-1.2324017006903887e-07,-4.3096643e-06,0.994884149171412,730,0.0,-2.855360507965088e-06,0.2,-1.507034125942737,0.00017550722005883776,0.0003
2,34163,1,9.23,72000,9.23,-0.00015674862292750427,6.9350426201708615e-06,-3.0815602e-06,0.9919928694143891,740,0.0,-2.5754297773043316e-06,0.2,-1.4259970909543336,0.000286449200266361,0.0003
2,35908,1,9.37,72960,9.37,-0.00018136286492032619,4.455640009837225e-05,-3.3828119e-06,0.9677139297127724,750,0.0,-1.5595632915695509e-06,0.2,-1.3783344121556729,0.0011382815077377018,0.0003
2,36567,1,9.4,73920,9.4,-0.00017773740207000326,6.416917312890291e-05,4.086147e-06,0.9496273249387741,760,0.0,-4.637998839219411e-06,0.2,-1.3729901687428354,0.0029577578446575597,0.0003
2,37216,1,9.49,74880,9.49,-0.0023323163099606367,0.00012158749450463802,0.010285658,0.8986339643597603,770,0.004479166666666667,-0.005543800101925929,0.2,-1.396237684516236,0.006458652666090832,0.0003
1,38133,1,8.8,75840,8.8,-0.009786425382674982,-0.013151782564818859,0.103056215,0.8329859375953674,780,0.010104166666666666,-0.005053436538825433,0.2,-1.4303686698991804,0.01415068487971439,0.0003
2,37450,1,11.35,76800,11.35,-0.13628226895506182,-0.025084633380174637,1.5849699,0.6366226077079773,790,0.3494791666666667,-0.07284704033285379,0.2,-2.1575234246999027,0.01931183591019362,0.0003
2,38482,1,13.96,77760,13.96,-0.0782892258647674,-0.04282127320766449,1.2251287,0.7592994272708893,800,0.1546875,-0.015374218188226223,0.2,-1.683500372171402,0.014486177649911648,0.0003
1,39678,1,18.08,78720,18.08,-0.32754543334245684,0.1653638780117035,0.0058407905,0.10607194900512695,810,0.14677083333333332,-0.0175080198670427,0.2,-3.575111290104687,0.44883197168509165,0.0003
2,39479,1,16.44,79680,16.44,-0.3112907998760541,0.17768512666225433,0.0208732,0.41090506315231323,820,0.213125,-0.02711884679272771,0.2,-4.153184786140919,0.4419972284634908,0.0003
2,40280,1,15.11,80640,15.11,-0.2907889891664187,0.15370815992355347,0.035549287,0.49668723344802856,830,0.20822916666666666,-0.03139796566218138,0.2,-3.532121851220727,0.3311219847202301,0.0003
2,40597,1,14.51,81600,14.51,-0.25333595832188927,-0.016221437603235245,0.022232467,0.7150684893131256,840,0.19583333333333333,-0.026887290986875693,0.2,-2.9794706470519303,0.05500912285099427,0.0003
1,41923,1,14.4,82560,14.4,-0.2340124969681104,-0.021686486899852753,0.03295032,0.8189752846956253,850,0.2654166666666667,-0.036294365723927816,0.2,-2.92690955568105,0.039369451155265175,0.0003
2,37071,1,9.49,83520,9.49,-0.18891979416211446,-0.02865147963166237,0.04142395,0.8986182659864426,860,0.2665625,-0.03416087259228031,0.2,-2.9028991746529935,0.021851141086469093,0.0003
2,37266,1,9.39,84480,9.39,-0.14365419795115789,-0.016373232007026672,0.012113478,0.9612712785601616,870,0.1709375,-0.01881678613523642,0.2,-2.8577637208253144,0.006877763729232053,0.0003
2,41790,1,9.4,85440,9.4,-0.07900432515889406,-0.021926719695329666,0.036210485,0.9665720760822296,880,0.16385416666666666,-0.0205466940253973,0.2,-3.0048241908475757,0.007258472819812596,0.0003
1,43686,1,9.3,86400,9.3,-0.03154107997193933,0.0010536708869040012,0.030504359,0.9636634178459644,890,0.08270833333333333,-0.008055739514529705,0.2,-3.1478747707232833,0.00634726305026561,0.0003
1,44850,1,9.32,87360,9.32,-0.009393628092172245,-0.0008379549835808575,0.0067620594,0.9779665265232325,900,0.0067708333333333336,-0.0016688772353033224,0.2,-3.336121421083808,0.0056595915540431935,0.0003
1,44411,1,9.32,88320,9.32,-0.003547401692485437,-0.00026980991242453456,-0.0008395288,0.9885883145034313,910,0.0,-0.0003020807914435864,0.2,-3.571377276033163,0.001681672478443943,0.0003
1,46072,1,9.28,89280,9.28,-0.0019355661910958589,0.0002473935892339796,-9.2869006e-05,0.9894260540604591,920,0.0,-1.430541897813479e-05,0.2,-3.787027550563216,0.0032519796836034706,0.0003
1,45652,1,9.28,90240,9.28,-0.0011838813791594778,0.0003145423252135515,-8.442054e-05,0.9922492103651166,930,0.0,-4.125547284881274e-05,0.2,-4.037252339497209,0.0010979329117496188,0.0003
2,44455,1,9.28,91200,9.28,-0.000978924793113644,0.00037254751077853143,-2.4115046e-05,0.9932471285574138,940,0.0,-1.3890061527490616e-05,0.2,-4.234317050129175,0.0024699731128445517,0.0003
1,46669,1,9.41,92160,9.41,-0.0008856150523448984,0.00032818951876834035,3.263851e-06,0.9920621821656823,950,0.0,-1.657666638493538e-05,0.2,-4.447552298679948,0.004251720568087573,0.0003
1,47955,1,9.4,93120,9.4,-0.0013669964104580383,0.020934149622917175,0.0002716617,0.9921415513381362,960,0.0,-0.00014324373876055082,0.2,-4.674881820380688,0.0037379735781966398,0.0003
1,47497,1,9.32,94080,9.32,-0.01192188311717473,-0.01987067237496376,-0.00038797068,0.9892986202612519,970,0.008645833333333333,-0.00022144742310047148,0.2,-4.857298105061054,0.0037239374755881727,0.0003
2,43493,1,9.12,95040,9.12,-0.04559043816756457,-0.01716041751205921,0.039979886,0.9902842380106449,980,0.0528125,-0.011155861057341098,0.2,-5.005293460637331,0.0043403152748942376,0.0003
1,48152,1,9.11,96000,9.11,-0.06248404700309038,-0.02051263302564621,0.027344523,0.9217618554830551,990,0.09614583333333333,-0.021429508415361245,0.2,-4.762650514543057,0.01655569446273148,0.0003
2,46338,1,9.08,96960,9.08,-0.054430508073419336,-0.019819363951683044,0.018485181,0.9473695084452629,1000,0.08822916666666666,-0.026925537151594958,0.2,-4.618306849449873,0.0222291263534377,0.0003
2,45750,1,9.24,97920,9.24,-0.016352245674158137,0.0094086192548275,0.0713885,0.8375057578086853,1010,0.060833333333333336,-0.02634902554874619,0.2,-4.2829614834487435,0.027224065829068424,0.0003
2,45250,1,9.42,98880,9.42,-0.0032581775429813813,-0.009919743984937668,0.004240963,0.9756607096642256,1020,0.0032291666666666666,-0.0056813929323107,0.2,-3.9338479739427568,0.005571127181562285,0.0003
1,51708,1,9.28,99840,9.28,-0.0021623047526615363,0.0005165872280485928,1.886636e-05,0.9963199193589389,1030,0.0,-1.0542518769701321e-05,0.2,-3.8947599671036004,0.0013855622355670979,0.0003
