mean\gen\train/learning_rate,mean\disc\disc_acc_expert,mean\gen\train/entropy_loss,mean\disc\disc_entropy,mean\gen\time/iterations,mean\disc\n_expert,mean\gen\train/clip_fraction,mean\gen\time/fps,mean\gen\train/approx_kl,mean\disc\disc_proportion_expert_true,mean\gen\time/total_timesteps,mean\gen\train/policy_gradient_loss,mean\gen\train/loss,mean\gen\train/explained_variance,mean\gen\train/clip_range,mean\disc\disc_acc_gen,mean\disc\global_step,mean\disc\n_generated,mean\disc\disc_proportion_expert_pred,mean\gen\train/n_updates,mean\gen\time/time_elapsed,mean\gen\train/value_loss,mean\disc\disc_loss,mean\disc\disc_acc
0.0003,0.458333358168602,-1.3833850741386413,0.4598080813884735,1.0,60.0,0.03699999889358878,258.0,0.013660022057592869,0.5,200.0,-0.023354788068914778,6.25990104675293,-0.16932451725006104,0.2,0.9500000476837158,1.0,60.0,0.25416666666666665,10.0,0.0,19.416926383972168,0.46562354266643524,0.7041667103767395
0.0003,0.6333333849906921,-1.368870884180069,0.41463029384613037,1.0,60.0,0.0,716.0,0.0038997321389615536,0.5,400.0,-0.011013201391615546,6.309819221496582,-0.13287901878356934,0.2,0.9583333730697632,2.0,60.0,0.3375,20.0,0.0,15.080231666564941,0.36398106813430786,0.7958333790302277
0.0003,0.7083333730697632,-1.369068157672882,0.5652043521404266,1.0,60.0,0.0,986.0,0.004286968149244785,0.5,600.0,-0.0010919968566449612,40.02505111694336,-1.58866286277771,0.2,0.6750000417232513,3.0,60.0,0.5166666666666666,30.0,0.0,88.11594276428222,0.4883328378200531,0.6916666924953461
0.0003,0.8083333671092987,-1.3609726786613465,0.5525357127189636,1.0,60.0,0.0009999999776482583,1411.0,0.008038374595344067,0.5,800.0,-0.009483129016472702,37.62687683105469,-1.1785306930541992,0.2,0.616666704416275,4.0,60.0,0.5958333333333333,40.0,0.0,77.79294891357422,0.4683743417263031,0.7125000655651093
0.0003,0.8916667103767395,-1.3519255936145782,0.5254271924495697,1.0,60.0,0.0,1763.0,0.005468625109642744,0.5,1000.0,-0.0066132165182494875,86.23065185546875,-0.0641028881072998,0.2,0.616666704416275,5.0,60.0,0.6375,50.0,0.0,206.22256393432616,0.5537394285202026,0.7541667222976685
0.0003,0.8416666984558105,-1.3429783165454865,0.5402294397354126,1.0,60.0,0.0,2094.0,0.0008773261797614396,0.5,1200.0,-0.004020755494479111,91.07173156738281,0.16243976354599,0.2,0.458333358168602,6.0,60.0,0.6916666666666667,60.0,0.0,197.38592834472655,0.6060930788516998,0.6500000357627869
0.0003,0.9333333969116211,-1.308363777399063,0.5177525281906128,1.0,60.0,0.03249999936670065,2544.0,0.012469137087464333,0.5,1400.0,-0.018034774646512375,27.01118278503418,-0.360934853553772,0.2,0.8083333671092987,7.0,60.0,0.5625,70.0,0.0,54.1576114654541,0.38958780467510223,0.8708333671092987
0.0003,0.916666716337204,-1.328114354610443,0.4981432110071182,1.0,60.0,0.0,2916.0,-0.0028438360895961523,0.5,1600.0,-0.0017446397198217056,164.81504821777344,0.047366201877593994,0.2,0.5083333551883698,8.0,60.0,0.7041666666666666,80.0,0.0,336.4945785522461,0.6585010290145874,0.7125000357627869
0.0003,0.7583333551883698,-1.3224440276622773,0.5566191375255585,1.0,60.0,0.0,3256.0,0.0041236113756895065,0.5,1800.0,-0.005496469521502156,73.9381332397461,0.1684061884880066,0.2,0.5166666805744171,9.0,60.0,0.6208333333333333,90.0,0.0,152.74996185302734,0.5901097357273102,0.6375000476837158
0.0003,0.791666716337204,-1.3130572438240051,0.5220588743686676,1.0,60.0,0.0,3647.0,0.003881343873217702,0.5,2000.0,-0.006442677923943841,75.66279602050781,0.35882169008255005,0.2,0.5000000149011612,10.0,60.0,0.6458333333333333,100.0,0.0,157.26358489990236,0.5476344227790833,0.6458333730697632
0.0003,0.7583333551883698,-1.3418086349964142,0.512626588344574,1.0,60.0,0.0,3907.0,-0.005772946868091822,0.5,2200.0,-0.005850785697286476,227.29754638671875,0.2131798267364502,0.2,0.42500001192092896,11.0,60.0,0.6666666666666667,110.0,0.0,475.87610321044923,0.7736759185791016,0.5916666984558105
0.0003,0.8000000417232513,-1.3128992319107056,0.5788743793964386,1.0,60.0,0.0004999999888241291,4251.0,0.0037833196111023426,0.5,2400.0,-0.007308433016616078,63.45667266845703,-0.005467414855957031,0.2,0.40833336114883423,12.0,60.0,0.6958333333333333,120.0,0.0,138.07768669128419,0.6051677763462067,0.6041666865348816
0.0003,0.6250000298023224,-1.3523139953613281,0.4908619821071625,1.0,60.0,0.008499999716877937,4772.0,-0.0009369688341394067,0.5,2600.0,-0.009199171473825096,123.87184143066406,0.4627668261528015,0.2,0.5750000178813934,13.0,60.0,0.5249999999999999,130.0,0.0,270.249747467041,0.7131264805793762,0.6000000536441803
0.0003,0.6250000298023224,-1.3536017894744874,0.59992316365242,1.0,60.0,0.0,5005.0,0.002757030539214611,0.5,2800.0,-0.006864685182226537,126.19547271728516,0.010381460189819336,0.2,0.21666668355464935,14.0,60.0,0.7041666666666666,140.0,0.0,270.49658050537107,0.8371829688549042,0.4208333492279053
0.0003,0.541666716337204,-1.3177903473377228,0.5748341679573059,1.0,60.0,0.009499999787658453,5374.0,0.0016351499361917377,0.5,3000.0,-0.01001971459246489,77.76332092285156,0.3507044315338135,0.2,0.616666704416275,15.0,60.0,0.4625,150.0,0.0,179.62113265991212,0.7215366661548615,0.5791666805744171
0.0003,0.5333333611488342,-1.3380549371242523,0.6222325265407562,1.0,60.0,0.0254999996162951,5832.0,0.0021249656565487385,0.5,3200.0,-0.008976784519734781,53.44625473022461,0.6202404201030731,0.2,0.4750000238418579,16.0,60.0,0.5291666666666667,160.0,0.0,112.66632652282715,0.7931821346282959,0.5041666924953461
0.0003,0.38333335518836975,-1.3196303009986878,0.5779656767845154,1.0,60.0,0.0004999999888241291,6036.0,0.004076782613992691,0.5,3400.0,-0.008613812678742505,43.089088439941406,0.6338215172290802,0.2,0.7250000238418579,17.0,60.0,0.32916666666666666,170.0,0.0,86.8324047088623,0.7394939064979553,0.554166704416275
0.0003,0.48333336412906647,-1.3520681381225585,0.6430969536304474,1.0,60.0,0.0024999999441206455,6418.0,0.002086981199681759,0.5,3600.0,-0.011212066245876428,54.23455810546875,-0.053249359130859375,0.2,0.3916666805744171,18.0,60.0,0.5458333333333334,180.0,0.0,112.14881248474121,0.839334636926651,0.4375000298023224
0.0003,0.34166668355464935,-1.2674988210201263,0.6193914115428925,1.0,60.0,0.0004999999888241291,6741.0,0.0030732350423932076,0.5,3800.0,-0.006828192301181879,24.40751838684082,-0.008383870124816895,0.2,0.8750000298023224,19.0,60.0,0.23333333333333334,190.0,0.0,55.57358989715576,0.7487317621707916,0.6083333492279053
0.0003,0.3750000298023224,-1.2732927680015564,0.6457424759864807,1.0,60.0,0.0004999999888241291,7067.0,0.009921149350702763,0.5,4000.0,-0.009117491034092318,25.01481819152832,-2.414968967437744,0.2,0.8833333849906921,20.0,60.0,0.24583333333333335,200.0,0.0,57.453010368347165,0.7524859309196472,0.6291666924953461
0.0003,0.3583333492279053,-1.2570672631263733,0.6628925800323486,1.0,60.0,0.0,7530.0,0.004193910863250494,0.5,4200.0,-0.005499252891167572,24.807409286499023,0.016141533851623535,0.2,0.8083333671092987,21.0,60.0,0.275,210.0,0.0,51.552503204345705,0.7342838943004608,0.5833333432674408
0.0003,0.48333337903022766,-1.2596599638462067,0.6621201634407043,1.0,60.0,0.02549999924376607,7893.0,0.012446936219930649,0.5,4400.0,-0.009843099117337228,29.80119514465332,-1.9146277904510498,0.2,0.8583333790302277,22.0,60.0,0.3125,220.0,0.0,62.84444751739502,0.6657139658927917,0.6708333790302277
0.0003,0.5416666865348816,-1.2498489141464233,0.6720907986164093,1.0,60.0,0.014499999582767487,8054.0,-0.006726819556206465,0.5,4600.0,-0.006647683313101993,23.27927589416504,-0.0409550666809082,0.2,0.791666716337204,23.0,60.0,0.375,230.0,0.0,47.84525146484375,0.6347822546958923,0.666666716337204
0.0003,0.616666704416275,-1.2410558938980103,0.6621595025062561,1.0,60.0,0.0,8784.0,0.002404686063528061,0.5,4800.0,-0.0023952173421278645,13.832927703857422,0.00019657611846923828,0.2,0.9250000417232513,24.0,60.0,0.3458333333333333,240.0,0.0,30.375408458709718,0.568226158618927,0.7708333730697632
0.0003,0.6333333551883698,-1.1896866321563722,0.6439497470855713,1.0,60.0,0.0009999999776482583,8956.0,0.017001744359731674,0.5,5000.0,-0.007195046200795474,14.171149253845215,-0.05954277515411377,0.2,0.9333333969116211,25.0,60.0,0.35,250.0,0.0,30.318290042877198,0.5398668944835663,0.7833333611488342
0.0003,0.6083333492279053,-1.1398041725158692,0.6362744867801666,1.0,60.0,0.024499999172985554,9604.0,0.03302141651511192,0.5,5200.0,-0.006929716830083521,13.128786087036133,0.33231550455093384,0.2,0.9250000715255737,26.0,60.0,0.3416666666666667,260.0,0.0,29.056075191497804,0.5377458333969116,0.7666667103767395
0.0003,0.5500000417232513,-1.2666050255298615,0.636837899684906,1.0,60.0,0.0,9229.0,-0.0007035625167191029,0.5,5400.0,-0.006150358399172262,53.97099304199219,-0.07474398612976074,0.2,0.4166666865348816,27.0,60.0,0.5666666666666667,270.0,0.0,115.4474868774414,0.7303014695644379,0.4833333492279053
0.0003,0.5750000178813934,-1.3388420283794402,0.5428220629692078,1.0,60.0,0.0,10016.0,-0.0014172198716551065,0.5,5600.0,-0.006678090102970558,368.91729736328125,-0.001603245735168457,0.2,0.28333335369825363,28.0,60.0,0.6458333333333333,280.0,0.0,745.0423156738282,1.0944111347198486,0.42916668951511383
0.0003,0.5750000476837158,-1.2523746907711029,0.5965525805950165,1.0,60.0,0.06849999837577343,8929.0,0.014394992962479591,0.5,5800.0,-0.018741747444029854,73.20375061035156,-0.009609103202819824,0.2,0.7833333909511566,29.0,60.0,0.3958333333333333,290.0,0.0,158.76928634643554,0.6674472987651825,0.679166704416275
0.0003,0.5833333730697632,-1.336443120241165,0.5880154073238373,1.0,60.0,0.033499999064952136,11018.0,0.006168736610561609,0.5,6000.0,-0.016660838135867807,83.26541137695312,-0.0033773183822631836,0.2,0.6250000298023224,30.0,60.0,0.47916666666666663,300.0,0.0,158.6329544067383,0.6920700967311859,0.6041667014360428
0.0003,0.4833333492279053,-1.360878187417984,0.5392455011606216,1.0,60.0,0.13449999606236815,11308.0,0.007240411825478077,0.5,6200.0,-0.022534068115754025,10.485855102539062,-0.02076268196105957,0.2,0.8916666805744171,31.0,60.0,0.29583333333333334,310.0,0.0,22.54964075088501,0.6854549646377563,0.6875000298023224
0.0003,0.46666669845581055,-1.3265936553478241,0.5368645787239075,1.0,60.0,0.09199999626725912,11552.0,0.00333089055493474,0.5,6400.0,-0.01672268031269759,3.704538345336914,-0.1141120195388794,0.2,0.9833333492279053,32.0,60.0,0.24166666666666667,320.0,0.0,8.796560335159302,0.6850253641605377,0.7250000536441803
0.0003,0.5333333611488342,-1.323122262954712,0.3968390226364136,1.0,60.0,0.14899999788030982,12209.0,0.029578223824501038,0.5,6600.0,-0.017912379340705088,1.3999842405319214,-0.8402156829833984,0.2,1.0,33.0,60.0,0.2666666666666667,330.0,0.0,3.5046027660369874,0.5181298553943634,0.7666667103767395
0.0003,0.4833333492279053,-1.2909773468971253,0.4307976961135864,1.0,60.0,0.21449999492615462,11744.0,0.025011282414197922,0.5,6800.0,-0.02734548472170717,0.24563969671726227,-1.1276195049285889,0.2,1.0,34.0,60.0,0.24166666666666667,340.0,0.0,0.7305707946419716,0.6292681992053986,0.741666704416275
0.0003,0.5666666924953461,-1.181718909740448,0.5284602642059326,1.0,60.0,0.003999999910593033,12268.0,0.0033548770006746054,0.5,7000.0,-0.003527563338197126,73.12451171875,-4.213649749755859,0.2,0.8333334028720856,35.0,60.0,0.3666666666666667,350.0,0.0,139.2164447784424,0.6718940436840057,0.7000000476837158
0.0003,0.5750000178813934,-1.201348316669464,0.5558116734027863,1.0,60.0,0.0,12407.0,0.001471733208745718,0.5,7200.0,-0.0033873260318432854,97.28074645996094,-6.014598369598389,0.2,0.5833333730697632,36.0,60.0,0.49583333333333335,360.0,0.0,186.79940872192384,0.7340191304683685,0.5791666805744171
0.0003,0.6250000298023224,-1.2124964773654938,0.5095633566379547,1.0,60.0,0.0,13200.0,0.0023236542474478483,0.5,7400.0,-0.002953749941639927,15.519453048706055,-4.905888080596924,0.2,0.8500000536441803,37.0,60.0,0.3875,370.0,0.0,32.992689323425296,0.5400657057762146,0.7375000417232513
0.0003,0.6416667103767395,-1.1753072917461396,0.5184838473796844,1.0,60.0,0.0,13852.0,0.0027578044682741165,0.5,7600.0,-0.0007207201508863337,57.02614974975586,-3.711153030395508,0.2,0.8000000417232513,38.0,60.0,0.42083333333333334,380.0,0.0,134.07194786071778,0.5115853548049927,0.7208333909511566
0.0003,0.6750000417232513,-1.163464254140854,0.5340388417243958,1.0,60.0,0.0009999999776482583,13695.0,-0.00338151422329247,0.5,7800.0,-0.0055288195369866955,59.498329162597656,-10.301630020141602,0.2,0.666666716337204,39.0,60.0,0.5041666666666667,390.0,0.0,129.77824363708496,0.5473436713218689,0.6708333492279053
0.0003,0.7666667103767395,-1.1603375971317291,0.5155287533998489,1.0,60.0,0.0,13782.0,0.0007024047081358731,0.5,8000.0,-0.0033922941783159468,54.468994140625,-5.304374694824219,0.2,0.6916667222976685,40.0,60.0,0.5375000000000001,400.0,0.0,117.03168106079102,0.4921347051858902,0.729166716337204
0.0003,0.8250000476837158,-1.180589461326599,0.49051395058631897,1.0,60.0,0.0,13325.0,0.00016748724738135934,0.5,8200.0,-0.0010285570374762188,53.928951263427734,-3.915799617767334,0.2,0.7000000476837158,41.0,60.0,0.5625,410.0,0.0,136.75357093811036,0.42457738518714905,0.7625000476837158
0.0003,0.8416667282581329,-1.2086632907390595,0.492292582988739,1.0,60.0,0.0,15147.0,0.0003478887374512851,0.5,8400.0,-0.0011881231539913272,23.61319923400879,-5.602810382843018,0.2,0.741666704416275,42.0,60.0,0.55,420.0,0.0,49.537207984924315,0.4103650748729706,0.791666716337204
0.0003,0.9083333611488342,-1.2167326509952545,0.4877364933490753,1.0,60.0,0.0014999999664723873,15021.0,-0.0013069058768451214,0.5,8600.0,-0.007764966888003854,31.39238166809082,-3.340178966522217,0.2,0.5750000476837158,43.0,60.0,0.6666666666666666,430.0,0.0,70.04529685974121,0.44089092314243317,0.741666704416275
0.0003,0.916666716337204,-1.204703015089035,0.4898608922958374,1.0,60.0,0.00699999975040555,16189.0,0.0019956217147409916,0.5,8800.0,-0.010178647676482733,37.64072799682617,-0.5756402015686035,0.2,0.5916666984558105,44.0,60.0,0.6625,440.0,0.0,74.39815177917481,0.4717140346765518,0.7541667222976685
0.0003,0.9500000476837158,-1.1926994562149047,0.4685726761817932,1.0,60.0,0.0004999999888241291,16289.0,0.0031079654581844807,0.5,9000.0,-0.004156886611657651,44.15390396118164,-3.3587160110473633,0.2,0.5666666924953461,45.0,60.0,0.6916666666666667,450.0,0.0,109.86522254943847,0.46702805161476135,0.7583333849906921
0.0003,0.8916667103767395,-1.2189020454883575,0.48561422526836395,1.0,60.0,0.0,16956.0,0.000256960978731513,0.5,9200.0,-0.0033630337522445155,60.781982421875,-0.5459736585617065,0.2,0.5583333671092987,46.0,60.0,0.6666666666666666,460.0,0.0,148.2788879394531,0.47424711287021637,0.7250000238418579
0.0003,0.8916667103767395,-1.2180966675281524,0.48050132393836975,1.0,60.0,0.0,14258.0,-0.002060727681964636,0.5,9400.0,-0.004268421007880718,35.5950813293457,-3.2601447105407715,0.2,0.6250000298023224,47.0,60.0,0.6333333333333333,470.0,0.0,79.83585510253906,0.4271015226840973,0.7583333849906921
0.0003,0.866666704416275,-1.16773801445961,0.4615895599126816,1.0,60.0,0.0,16681.0,-0.0007531439769081771,0.5,9600.0,-0.004187623516598293,72.74293518066406,-1.0644645690917969,0.2,0.40000002086162567,48.0,60.0,0.7333333333333334,480.0,0.0,168.9221649169922,0.5577168166637421,0.6333333849906921
0.0003,0.8416666984558105,-1.2085340201854706,0.4787880778312683,1.0,60.0,0.0,15425.0,-0.0005481275729835033,0.5,9800.0,-0.008140070235589514,45.41333770751953,-0.02007448673248291,0.2,0.49166667461395264,49.0,60.0,0.675,490.0,0.0,91.63799514770508,0.5528806149959564,0.6666666865348816
0.0003,0.8333333730697632,-1.186216789484024,0.4833272844552994,1.0,60.0,0.0,13567.0,-0.003353818552568555,0.5,10000.0,-0.0036861411985150026,52.01506423950195,-0.2728919982910156,0.2,0.46666669845581055,50.0,60.0,0.6833333333333333,500.0,0.0,106.71478080749512,0.5489272475242615,0.6500000357627869
0.0003,0.7666667103767395,-1.2295192241668702,0.4953581243753433,1.0,60.0,0.0,16656.0,0.011425059288740158,0.5,10200.0,-0.0070914219041587675,46.67644500732422,-3.349053382873535,0.2,0.533333346247673,51.0,60.0,0.6166666666666667,510.0,0.0,89.82579803466797,0.5109330415725708,0.6500000357627869
0.0003,0.8416666984558105,-1.247823703289032,0.47783274948596954,1.0,60.0,0.0029999999329447745,16344.0,-0.005179502069950104,0.5,10400.0,-0.010961947771487601,111.14604187011719,0.0085335373878479,0.2,0.40000002086162567,52.0,60.0,0.7208333333333333,520.0,0.0,222.63435287475585,0.7062568366527557,0.6208333671092987
0.0003,0.7083333730697632,-1.2305202186107635,0.5221494138240814,1.0,60.0,0.0034999999217689036,15839.0,-0.0032638455741107464,0.5,10600.0,-0.0051868785090043446,80.63134002685547,0.15688472986221313,0.2,0.48333336412906647,53.0,60.0,0.6125,530.0,0.0,151.6842300415039,0.5864607095718384,0.5958333611488342
0.0003,0.7083333730697632,-1.2022523820400237,0.5050583183765411,1.0,60.0,0.0,14793.0,0.0013608287554234266,0.5,10800.0,-0.0035864493562840494,46.50376892089844,-0.48245513439178467,0.2,0.5833333730697632,54.0,60.0,0.5625,540.0,0.0,106.72391242980957,0.5715758502483368,0.6458333730697632
0.0003,0.7500000298023224,-1.253929477930069,0.523093193769455,1.0,60.0,0.028999999072402714,19803.0,0.019929226487874985,0.5,11000.0,-0.013096068290295082,26.072282791137695,-0.07143902778625488,0.2,0.5666667222976685,55.0,60.0,0.5916666666666667,550.0,0.0,57.05130100250244,0.5558169782161713,0.6583333611488342
0.0003,0.6916667222976685,-1.2076339602470398,0.536449670791626,1.0,60.0,0.09949999758973718,19702.0,0.021273598074913025,0.5,11200.0,-0.022103941296692752,57.213504791259766,-9.739398956298828e-05,0.2,0.5666666924953461,56.0,60.0,0.5625,560.0,0.0,130.32695198059082,0.6410732269287109,0.6291666924953461
0.0003,0.5250000357627869,-1.137494945526123,0.5320348143577576,1.0,60.0,0.04350000005215406,20484.0,0.008671965450048447,0.5,11400.0,-0.013714855979924324,70.55030822753906,0.04289233684539795,0.2,0.5666666924953461,57.0,60.0,0.47916666666666663,570.0,0.0,151.3162628173828,0.7991766929626465,0.5458333492279053
0.0003,0.6500000357627869,-1.114070439338684,0.5607195198535919,1.0,60.0,0.010499999858438969,21302.0,0.015950802713632584,0.5,11600.0,-0.006108304026594879,40.003089904785156,-0.08544230461120605,0.2,0.5916666984558105,58.0,60.0,0.5291666666666667,580.0,0.0,88.37700729370117,0.6800736784934998,0.6208333671092987
0.0003,0.5583333671092987,-1.1140450239181519,0.5538331866264343,1.0,60.0,0.05449999887496233,21279.0,0.003098499495536089,0.5,11800.0,-0.007509268337627617,25.96334457397461,-1.9495518207550049,0.2,0.5583333671092987,59.0,60.0,0.5,590.0,0.0,60.55846748352051,0.7448909878730774,0.5583333671092987
0.0003,0.458333358168602,-1.0892738282680512,0.5610503852367401,1.0,60.0,0.13049999624490738,21560.0,0.011688467115163803,0.5,12000.0,-0.018732721831300835,15.027684211730957,-0.0009266138076782227,0.2,0.7250000238418579,60.0,60.0,0.3666666666666667,600.0,0.0,32.27333068847656,0.770667165517807,0.5916666984558105
0.0003,0.508333370089531,-1.0478751897811889,0.5566568672657013,1.0,60.0,0.13399999542161822,21460.0,0.012220554053783417,0.5,12200.0,-0.020464204760617832,6.242807388305664,-0.06604254245758057,0.2,0.8500000536441803,61.0,60.0,0.32916666666666666,610.0,0.0,14.213145923614501,0.7172719836235046,0.679166704416275
0.0003,0.5250000059604645,-1.000960260629654,0.5605987310409546,1.0,60.0,0.0,18263.0,0.004105359315872192,0.5,12400.0,-0.004469112579303336,7.295965194702148,-2.1753666400909424,0.2,0.9000000357627869,62.0,60.0,0.3125,620.0,0.0,19.47958197593689,0.6830283999443054,0.7125000357627869
0.0003,0.46666668355464935,-1.013640758395195,0.5770791471004486,1.0,60.0,0.0,15951.0,0.01470418181270361,0.5,12600.0,-0.004746764122450254,46.883296966552734,-3.5037498474121094,0.2,0.8333333730697632,63.0,60.0,0.31666666666666665,630.0,0.0,109.12474603652954,0.7163872122764587,0.6500000357627869
0.0003,0.5166666805744171,-0.9798196166753769,0.5721008777618408,1.0,60.0,0.0,21248.0,0.0017021356616169214,0.5,12800.0,-0.0029306285444472557,95.05814361572266,-1.0412988662719727,0.2,0.7666667103767395,64.0,60.0,0.375,640.0,0.0,177.59713745117188,0.6197018027305603,0.6416666805744171
0.0003,0.6083333790302277,-0.9226799100637436,0.5828996002674103,1.0,60.0,0.0,21402.0,0.00038635911187157035,0.5,13000.0,-0.0005616186728584438,22.868343353271484,-3.130763530731201,0.2,0.7083333730697632,65.0,60.0,0.44999999999999996,650.0,0.0,69.38722095489501,0.578081339597702,0.6583333611488342
0.0003,0.8916666805744171,-0.9431408762931823,0.6046904027462006,1.0,60.0,0.0,19043.0,0.001582408556714654,0.5,13200.0,-0.0015644606401729265,17.923051834106445,-5.924439907073975,0.2,0.6500000357627869,66.0,60.0,0.6208333333333333,660.0,0.0,40.62734317779541,0.5165896117687225,0.7708334028720856
0.0003,0.9750000536441803,-0.9378779321908951,0.5933176577091217,1.0,60.0,0.0,19557.0,-0.00012180209159851074,0.5,13400.0,-0.0009353208244824885,28.66896629333496,-1.7129976749420166,0.2,0.5583333671092987,67.0,60.0,0.7083333333333333,670.0,0.0,75.19367485046386,0.48229651153087616,0.7666667103767395
0.0003,0.991666704416275,-0.9558677434921264,0.5791653096675873,1.0,60.0,0.0,20053.0,0.001185738481581211,0.5,13600.0,-0.003223833014242672,31.448856353759766,0.018494009971618652,0.2,0.32500001788139343,68.0,60.0,0.8333333333333334,680.0,0.0,67.83978595733643,0.5069894343614578,0.6583333909511566
0.0003,0.9750000238418579,-0.9566226065158844,0.5615177154541016,1.0,60.0,0.0,19831.0,0.003517208155244589,0.5,13800.0,-0.0017550076590268303,21.22342872619629,-1.9522302150726318,0.2,0.5583333671092987,69.0,60.0,0.7083333333333334,690.0,0.0,46.27775497436524,0.435257688164711,0.7666667103767395
0.0003,0.9750000238418579,-0.9854791820049286,0.5610714852809906,1.0,60.0,0.0,18945.0,0.001050843857228756,0.5,14000.0,-0.003061854923252838,22.91614532470703,-1.1274890899658203,0.2,0.616666704416275,70.0,60.0,0.6791666666666667,700.0,0.0,52.27603874206543,0.4585779905319214,0.7958333790302277
0.0003,0.9500000476837158,-0.9595495671033859,0.5525563061237335,1.0,60.0,0.0004999999888241291,21494.0,0.0014089005999267101,0.5,14200.0,-0.002771000653068789,19.393754959106445,-2.689073324203491,0.2,0.6416666805744171,71.0,60.0,0.6541666666666667,710.0,0.0,57.52966747283936,0.42382797598838806,0.7958333790302277
0.0003,0.866666704416275,-0.9027249097824097,0.5515672564506531,1.0,60.0,0.13599999723955988,22580.0,0.038146354258060455,0.5,14400.0,-0.013700771859148374,10.153059005737305,0.08974474668502808,0.2,0.6833333671092987,72.0,60.0,0.5916666666666667,720.0,0.0,23.259898853302,0.45209284126758575,0.7750000357627869
0.0003,0.8666667342185974,-0.9738449871540069,0.5554960370063782,1.0,60.0,0.0034999999217689036,15999.0,0.006433975417166948,0.5,14600.0,-0.008586724940619916,18.641389846801758,-0.6708722114562988,0.2,0.616666704416275,73.0,60.0,0.625,730.0,0.0,40.110341262817386,0.47524671256542206,0.741666704416275
0.0003,0.8833333849906921,-0.9289019018411636,0.5490165650844574,1.0,60.0,0.13499999828636647,17373.0,0.02935083582997322,0.5,14800.0,-0.020382269589462966,27.183420181274414,-0.02402210235595703,0.2,0.550000011920929,74.0,60.0,0.6666666666666666,740.0,0.0,56.779130935668945,0.5000019818544388,0.7166667282581329
